taxonomy,slug,name,parent_slug
city,zhitomirska-obl-lyubarskij-r-n-s-korostki,"Житомирська обл., Любарський р-н, с. Коростки",
city,zhitomirska-obl-lyubarskij-r-n-s-motovilivka-40-rokiv-peremogi-15,"Житомирська обл., Любарський р-н, с. Мотовилівка, 40 Років Перемоги, 15",
city,zhitomirska-obl-lyubarskij-r-n-s-nova-chortoriya,"Житомирська обл., Любарський р-н, с. Нова Чортория",
city,zhitomirska-obl-m-berdichiv,"Житомирська обл., м. Бердичів",
city,zhitomirska-obl-m-zvyagel,"Житомирська обл., м. Звягель",
city,zhitomirska-obl-m-korosten,"Житомирська обл., м. Коростень",
city,zhitomirska-obl-m-korosten-3-j-shatrishhanskij-prov-3,"Житомирська обл., м. Коростень, 3-й Шатрищанський пров. 3",
city,zhitomirska-obl-m-malin,"Житомирська обл., м. Малин",
city,zhitomirska-obl-m-novograd-volinskij,"Житомирська обл., м. Новоград-Волинський",
city,zhitomirska-obl-malinskij-r-n-s-gamarnya,"Житомирська обл., Малинський р-н, с. Гамарня",
city,zhitomirska-obl-novograd-volinskij-r-n-s-klenova,"Житомирська обл., Новоград-Волинський р-н, с. Кленова",
city,zhitomirska-obl-novograd-volinskij-r-n-s-majstriv,"Житомирська обл., Новоград-Волинський р-н, с. Майстрів",
city,zhitomirska-obl-ovruczkij-r-n-m-ovruch,"Житомирська обл., Овруцький р-н, м. Овруч",
city,zhitomirska-obl-ovruczkij-r-n-s-shhe-dubovij-gaj,"Житомирська обл., Овруцький р-н, с-ще Дубовий Гай",
city,zhitomirska-obl-ovruczkij-r-n-s-bigun,"Житомирська обл., Овруцький р-н, с. Бігунь",
city,zhitomirska-obl-ovruczkij-r-n-s-dubovij-gaj,"Житомирська обл., Овруцький р-н, с. Дубовий Гай",
city,zhitomirska-obl-ovruczkij-r-n-s-nevgodi,"Житомирська обл., Овруцький р-н, с. Невгоди",
city,zhitomirska-obl-ovruczkij-r-n-s-norinsk,"Житомирська обл., Овруцький р-н, с. Норинськ",
city,zhitomirska-obl-ovruczkij-r-n-s-pokaliv,"Житомирська обл., Овруцький р-н, с. Покалів",
city,zhitomirska-obl-ovruczkij-r-n-s-potapovichi,"Житомирська обл., Овруцький р-н, с. Потаповичі",
city,zhitomirska-obl-olevskij-r-n-s-sushhani,"Житомирська обл., Олевський р-н, с. Сущани",
city,zhitomirska-obl-olevskij-r-n-smt-olevsk,"Житомирська обл., Олевський р-н, смт. Олевськ",
city,zhitomirska-obl-popilnyanskij-r-n-smt-popilnya,"Житомирська обл., Попільнянський р-н, смт. Попільня",
city,zhitomirska-obl-pulinskij-r-n-smt-pulini,"Житомирська обл., Пулинський р-н, смт. Пулини",
city,zhitomirska-obl-radomishlskij-r-n-m-radomishl,"Житомирська обл., Радомишльський р-н, м. Радомишль",
city,zhitomirska-obl-romanivskij-r-n-smt-romaniv,"Житомирська обл., Романівський р-н, смт. Романів",
direction,zhurnalistika-izdatelstvo-i-poligrafiya,Журналистика издательство и полиграфия,
section,zabir-ochishhennya-ta-postachannya-vodi,"Забір, очищення та постачання води",
section,zagalna-medichna-praktika,Загальна медична практика,
section,zagalna-serednya-osvita,Загальна середня освіта,
city,zakarpatska-obl-beregivskij-r-n-m-vinogradiv,"Закарпатська обл., Берегівський р-н, м. Виноградів",
city,zakarpatska-obl-beregivskij-r-n-s-velika-bakta,"Закарпатська обл., Берегівський р-н, с. Велика Бакта",
city,zakarpatska-obl-beregivskij-r-n-s-velika-bijgan,"Закарпатська обл., Берегівський р-н, с. Велика Бийгань",
city,zakarpatska-obl-beregivskij-r-n-s-gat,"Закарпатська обл., Берегівський р-н, с. Гать",
city,zakarpatska-obl-beregivskij-r-n-s-muzhiєvo,"Закарпатська обл., Берегівський р-н, с. Мужієво",
city,zakarpatska-obl-beregivskij-r-n-s-pidvinogradiv,"Закарпатська обл., Берегівський р-н, с. Підвиноградів",
city,zakarpatska-obl-beregivskij-r-n-s-tekovo,"Закарпатська обл., Берегівський р-н, с. Теково",
city,zakarpatska-obl-beregivskij-r-n-s-yanoshi,"Закарпатська обл., Берегівський р-н, с. Яноші",
city,zakarpatska-obl-beregivskij-r-n-smt-batovo,"Закарпатська обл., Берегівський р-н, смт. Батьово",
city,zakarpatska-obl-velikobereznyanskij-r-n-s-stavne-225,"Закарпатська обл., Великоберезнянський р-н, с. Ставне, 225",
city,zakarpatska-obl-vinogradivskij-r-n-s-korolevo,"Закарпатська обл., Виноградівський р-н, с. Королево",
city,zakarpatska-obl-irshavskij-r-n-m-irshava,"Закарпатська обл., Іршавський р-н, м. Іршава",
city,zakarpatska-obl-irshavskij-r-n-s-ardanovo-412a,"Закарпатська обл., Іршавський р-н, с. Арданово, 412”А”",
city,zakarpatska-obl-irshavskij-r-n-s-ilniczya,"Закарпатська обл., Іршавський р-н, с. Ільниця",
city,zakarpatska-obl-m-beregove,"Закарпатська обл., м. Берегове",
city,zakarpatska-obl-m-mukacheve,"Закарпатська обл., м. Мукачеве",
city,zakarpatska-obl-m-mukachevo,"Закарпатська обл., м. Мукачево",
city,zakarpatska-obl-m-hust,"Закарпатська обл., м. Хуст",
city,zakarpatska-obl-m-hust-majdan-nezalezhnosti-21,"Закарпатська обл., м. Хуст, майдан Незалежності, 21",
city,zakarpatska-obl-m-chop,"Закарпатська обл., м. Чоп",
city,zakarpatska-obl-mukachivskij-r-n-m-svalyava,"Закарпатська обл., Мукачівський р-н, м. Свалява",
city,zakarpatska-obl-mukachivskij-r-n-s-bobovishhe,"Закарпатська обл., Мукачівський р-н, с. Бобовище",
city,zakarpatska-obl-mukachivskij-r-n-s-veliki-luchki,"Закарпатська обл., Мукачівський р-н, с. Великі Лучки",
city,zakarpatska-obl-mukachivskij-r-n-s-verhnij-koropecz,"Закарпатська обл., Мукачівський р-н, с. Верхній Коропець",
city,zakarpatska-obl-mukachivskij-r-n-s-derczen,"Закарпатська обл., Мукачівський р-н, с. Дерцен",
city,zakarpatska-obl-mukachivskij-r-n-s-dorobratovo,"Закарпатська обл., Мукачівський р-н, с. Доробратово",
city,zakarpatska-obl-mukachivskij-r-n-s-dusino,"Закарпатська обл., Мукачівський р-н, с. Дусино",
city,zakarpatska-obl-mukachivskij-r-n-s-zaluzhzhya,"Закарпатська обл., Мукачівський р-н, с. Залужжя",
city,zakarpatska-obl-mukachivskij-r-n-s-kajdanovo,"Закарпатська обл., Мукачівський р-н, с. Кайданово",
city,zakarpatska-obl-mukachivskij-r-n-s-kalnik,"Закарпатська обл., Мукачівський р-н, с. Кальник",
city,zakarpatska-obl-mukachivskij-r-n-s-nizhni-vorota,"Закарпатська обл., Мукачівський р-н, с. Нижні Ворота",
city,zakarpatska-obl-mukachivskij-r-n-s-ploske-267,"Закарпатська обл., Мукачівський р-н, с. Плоске, 267",
city,zakarpatska-obl-mukachivskij-r-n-s-polyana,"Закарпатська обл., Мукачівський р-н, с. Поляна",
city,zakarpatska-obl-mukachivskij-r-n-s-rakoshino,"Закарпатська обл., Мукачівський р-н, с. Ракошино",
city,zakarpatska-obl-mukachivskij-r-n-s-shenborn,"Закарпатська обл., Мукачівський р-н, с. Шенборн",
city,zakarpatska-obl-mukachivskij-r-n-smt-volovecz,"Закарпатська обл., Мукачівський р-н, смт. Воловець",
city,zakarpatska-obl-mukachivskij-r-n-smt-kolchino,"Закарпатська обл., Мукачівський р-н, смт. Кольчино",
city,zakarpatska-obl-mukachivskij-r-n-smt-kolchino-urochishhe-nyaroshi-2,"Закарпатська обл., Мукачівський р-н, смт. Кольчино, УРОЧИЩЕ НЯРОШІ, 2",
city,zakarpatska-obl-mukachivskij-r-n-smt-chinadijovo,"Закарпатська обл., Мукачівський р-н, смт. Чинадійово",
city,zakarpatska-obl-perechinskij-r-n,"Закарпатська обл., Перечинський р-н",
city,zakarpatska-obl-perechinskij-r-n-s-dubrinichi,"Закарпатська обл., Перечинський р-н, с. Дубриничі",
city,zakarpatska-obl-perechinskij-r-n-s-simer,"Закарпатська обл., Перечинський р-н, с. Сімер",
city,zakarpatska-obl-rahivskij-r-n-m-rahiv,"Закарпатська обл., Рахівський р-н, м. Рахів",
city,zakarpatska-obl-rahivskij-r-n-s-verhnє-vodyane,"Закарпатська обл., Рахівський р-н, с. Верхнє Водяне",
city,zakarpatska-obl-rahivskij-r-n-s-dilove,"Закарпатська обл., Рахівський р-н, с. Ділове",
city,zakarpatska-obl-rahivskij-r-n-smt-velikij-bichkiv,"Закарпатська обл., Рахівський р-н, смт. Великий Бичків",
city,zakarpatska-obl-rahivskij-r-n-smt-kobileczka-polyana,"Закарпатська обл., Рахівський р-н, смт. Кобилецька Поляна",
city,zakarpatska-obl-rahivskij-r-n-smt-yasinya,"Закарпатська обл., Рахівський р-н, смт. Ясіня",
city,zakarpatska-obl-svalyavskij-r-n-m-svalyava,"Закарпатська обл., Свалявський р-н, м. Свалява",
city,zakarpatska-obl-svalyavskij-r-n-m-svalyava-chehova-13,"Закарпатська обл., Свалявський р-н, м. Свалява, Чехова, 13",
city,zakarpatska-obl-svalyavskij-r-n-s-berezniki-b-n,"Закарпатська обл., Свалявський р-н, с. Березники, Б/Н",
city,zakarpatska-obl-tyachivskij-r-n-m-tyachiv,"Закарпатська обл., Тячівський р-н, м. Тячів",
city,zakarpatska-obl-tyachivskij-r-n-s-krasna,"Закарпатська обл., Тячівський р-н, с. Красна",
city,zakarpatska-obl-tyachivskij-r-n-s-neresniczya,"Закарпатська обл., Тячівський р-н, с. Нересниця",
city,zakarpatska-obl-tyachivskij-r-n-s-novoseliczya,"Закарпатська обл., Тячівський р-н, с. Новоселиця",
city,zakarpatska-obl-tyachivskij-r-n-s-ruske-pole,"Закарпатська обл., Тячівський р-н, с. Руське Поле",
city,zakarpatska-obl-tyachivskij-r-n-s-uglya,"Закарпатська обл., Тячівський р-н, с. Угля",
city,zakarpatska-obl-tyachivskij-r-n-smt-bushtino,"Закарпатська обл., Тячівський р-н, смт. Буштино",
city,zakarpatska-obl-tyachivskij-r-n-smt-solotvino,"Закарпатська обл., Тячівський р-н, смт. Солотвино",
city,zakarpatska-obl-tyachivskij-r-n-smt-teresva,"Закарпатська обл., Тячівський р-н, смт. Тересва",
city,zakarpatska-obl-uzhgorodskij-r-n-m-perechin,"Закарпатська обл., Ужгородський р-н, м. Перечин",
city,zakarpatska-obl-uzhgorodskij-r-n-s-antalovczi,"Закарпатська обл., Ужгородський р-н, с. Анталовці",
city,zakarpatska-obl-uzhgorodskij-r-n-s-baraninczi,"Закарпатська обл., Ужгородський р-н, с. Баранинці",
city,zakarpatska-obl-uzhgorodskij-r-n-s-velika-dobron,"Закарпатська обл., Ужгородський р-н, с. Велика Добронь",
city,zakarpatska-obl-uzhgorodskij-r-n-s-veliki-lazi-mikrorajon-novij,"Закарпатська обл., Ужгородський р-н, с. Великі Лази, МІКРОРАЙОН ”НОВИЙ”",
city,zakarpatska-obl-uzhgorodskij-r-n-s-dubrinichi,"Закарпатська обл., Ужгородський р-н, с. Дубриничі",
city,zakarpatska-obl-uzhgorodskij-r-n-s-kiblyari,"Закарпатська обл., Ужгородський р-н, с. Кибляри",
city,zakarpatska-obl-uzhgorodskij-r-n-s-minaj,"Закарпатська обл., Ужгородський р-н, с. Минай",
city,zakarpatska-obl-uzhgorodskij-r-n-s-nizhnє-solotvino,"Закарпатська обл., Ужгородський р-н, с. Нижнє Солотвино",
city,zakarpatska-obl-uzhgorodskij-r-n-s-onokivczi,"Закарпатська обл., Ужгородський р-н, с. Оноківці",
city,zakarpatska-obl-uzhgorodskij-r-n-s-poroshkovo,"Закарпатська обл., Ужгородський р-н, с. Порошково",
city,zakarpatska-obl-uzhgorodskij-r-n-s-rativczi,"Закарпатська обл., Ужгородський р-н, с. Ратівці",
city,zakarpatska-obl-uzhgorodskij-r-n-s-stripa,"Закарпатська обл., Ужгородський р-н, с. Стрипа",
city,zakarpatska-obl-uzhgorodskij-r-n-s-tijglash,"Закарпатська обл., Ужгородський р-н, с. Тийглаш",
city,zakarpatska-obl-uzhgorodskij-r-n-s-turyi-remeti,"Закарпатська обл., Ужгородський р-н, с. Тур’ї Ремети",
city,zakarpatska-obl-uzhgorodskij-r-n-s-shishlivczi,"Закарпатська обл., Ужгородський р-н, с. Шишлівці",
city,zakarpatska-obl-uzhgorodskij-r-n-smt-velikij-bereznij,"Закарпатська обл., Ужгородський р-н, смт. Великий Березний",
city,zakarpatska-obl-uzhgorodskij-r-n-smt-serednє,"Закарпатська обл., Ужгородський р-н, смт. Середнє",
city,zakarpatska-obl-hustskij-r-n-m-irshava,"Закарпатська обл., Хустський р-н, м. Іршава",
city,zakarpatska-obl-hustskij-r-n-s-bilki,"Закарпатська обл., Хустський р-н, с. Білки",
city,zakarpatska-obl-hustskij-r-n-s-boronyava-urochishhe-gagovi-1,"Закарпатська обл., Хустський р-н, с. Боронява, УРОЧИЩЕ ГАГОВИ, 1",
city,zakarpatska-obl-hustskij-r-n-s-vilshani-225,"Закарпатська обл., Хустський р-н, с. Вільшани, 225",
city,zakarpatska-obl-hustskij-r-n-s-zagattya,"Закарпатська обл., Хустський р-н, с. Загаття",
city,zakarpatska-obl-hustskij-r-n-s-zarichchya,"Закарпатська обл., Хустський р-н, с. Заріччя",
city,zakarpatska-obl-hustskij-r-n-s-ilniczya,"Закарпатська обл., Хустський р-н, с. Ільниця",
city,zakarpatska-obl-hustskij-r-n-s-kereczki,"Закарпатська обл., Хустський р-н, с. Керецьки",
city,zakarpatska-obl-hustskij-r-n-s-kolochava,"Закарпатська обл., Хустський р-н, с. Колочава",
city,zakarpatska-obl-hustskij-r-n-s-kushniczya,"Закарпатська обл., Хустський р-н, с. Кушниця",
city,zakarpatska-obl-hustskij-r-n-s-nizhnє-selishhe,"Закарпатська обл., Хустський р-н, с. Нижнє Селище",
city,zakarpatska-obl-hustskij-r-n-s-osij,"Закарпатська обл., Хустський р-н, с. Осій",
city,zakarpatska-obl-hustskij-r-n-s-sokirniczya,"Закарпатська обл., Хустський р-н, с. Сокирниця",
city,zakarpatska-obl-hustskij-r-n-smt-vishkovo,"Закарпатська обл., Хустський р-н, смт. Вишково",
city,zakarpatska-obl-hustskij-r-n-smt-mizhgirya,"Закарпатська обл., Хустський р-н, смт. Міжгір’я",
business,zamuzh-za-inostrantsa,Замуж за иностранца,
city,zaporizhzhya,Запоріжжя,
city,zaporizhzhya-doslidna-stancziya-43,"Запоріжжя, Дослідна Станція, 43",
city,zaporizhzhya-kriva-buhta-2,"Запоріжжя, КРИВА БУХТА, 2",
city,zaporizhzhya-m-zaporizhzhya-leninskij-r-n-msp-015,"Запоріжжя, М. ЗАПОРІЖЖЯ, ЛЕНІНСЬКИЙ Р-Н, МСП, 015",
city,zaporizhzhya-ostriv-horticzya,"Запоріжжя, ОСТРІВ ХОРТИЦЯ",
city,zaporizka-obl-berdyanskij-r-n-m-primorsk,"Запорізька обл., Бердянський р-н, м. Приморськ",
city,zaporizka-obl-berdyanskij-r-n-s-shhe-berdyanske,"Запорізька обл., Бердянський р-н, с-ще Бердянське",
city,zaporizka-obl-berdyanskij-r-n-s-shhe-verhnij-tokmak-pershij,"Запорізька обл., Бердянський р-н, с-ще Верхній Токмак Перший",
city,zaporizka-obl-berdyanskij-r-n-s-єlizavetivka,"Запорізька обл., Бердянський р-н, с. Єлизаветівка",
city,zaporizka-obl-berdyanskij-r-n-s-osipenko,"Запорізька обл., Бердянський р-н, с. Осипенко",
city,zaporizka-obl-berdyanskij-r-n-s-sofiyivka,"Запорізька обл., Бердянський р-н, с. Софіївка",
city,zaporizka-obl-berdyanskij-r-n-s-troyani,"Запорізька обл., Бердянський р-н, с. Трояни",
city,zaporizka-obl-berdyanskij-r-n-smt-andriyivka,"Запорізька обл., Бердянський р-н, смт. Андріївка",
city,zaporizka-obl-berdyanskij-r-n-smt-chernigivka,"Запорізька обл., Бердянський р-н, смт. Чернігівка",
city,zaporizka-obl-bilmaczkij-r-n-s-blagovishhenka,"Запорізька обл., Більмацький р-н, с. Благовіщенка",
city,zaporizka-obl-bilmaczkij-r-n-s-shevchenkivske,"Запорізька обл., Більмацький р-н, с. Шевченківське",
city,zaporizka-obl-bilmaczkij-r-n-smt-bilmak,"Запорізька обл., Більмацький р-н, смт. Більмак",
city,zaporizka-obl-vasilivskij-r-n-m-vasilivka,"Запорізька обл., Василівський р-н, м. Василівка",
city,zaporizka-obl-vasilivskij-r-n-m-dniprorudne-vuliczyapivdenna-10,"Запорізька обл., Василівський р-н, м. Дніпрорудне, вулицяпівденна, 10",
city,zaporizka-obl-vasilivskij-r-n-m-kamyanka-dniprovska,"Запорізька обл., Василівський р-н, м. Кам’янка-Дніпровська",
city,zaporizka-obl-vasilivskij-r-n-s-blagovishhenka,"Запорізька обл., Василівський р-н, с. Благовіщенка",
city,zaporizka-obl-vasilivskij-r-n-s-vodyane,"Запорізька обл., Василівський р-н, с. Водяне",
city,zaporizka-obl-vasilivskij-r-n-s-mala-bilozerka,"Запорізька обл., Василівський р-н, с. Мала Білозерка",
city,zaporizka-obl-vasilivskij-r-n-s-pidgirne,"Запорізька обл., Василівський р-н, с. Підгірне",
city,zaporizka-obl-vasilivskij-r-n-smt-mihajlivka,"Запорізька обл., Василівський р-н, смт. Михайлівка",
city,zaporizka-obl-vasilivskij-r-n-smt-prishib,"Запорізька обл., Василівський р-н, смт. Пришиб",
city,zaporizka-obl-velikobilozerskij-r-n-s-velika-bilozerka-chastina-2-sela,"Запорізька обл., Великобілозерський р-н, с. Велика Білозерка (частина 2 села)",
city,zaporizka-obl-velikobilozerskij-r-n-s-velika-bilozerka-chastina-4-sela,"Запорізька обл., Великобілозерський р-н, с. Велика Білозерка (частина 4 села)",
city,zaporizka-obl-velikobilozerskij-r-n-s-gyunivka,"Запорізька обл., Великобілозерський р-н, с. Гюнівка",
city,zaporizka-obl-veselivskij-r-n-s-shhe-tavriya,"Запорізька обл., Веселівський р-н, с-ще Таврія",
city,zaporizka-obl-veselivskij-r-n-s-shiroke,"Запорізька обл., Веселівський р-н, с. Широке",
city,zaporizka-obl-vilnyanskij-r-n-s-dniprovka,"Запорізька обл., Вільнянський р-н, с. Дніпровка",
city,zaporizka-obl-vilnyanskij-r-n-s-lyuczerna,"Запорізька обл., Вільнянський р-н, с. Люцерна",
city,zaporizka-obl-gulyajpilskij-r-n-s-novomikolayivka,"Запорізька обл., Гуляйпільський р-н, с. Новомиколаївка",
city,zaporizka-obl-zaporizkij-r-n-m-vilnyansk,"Запорізька обл., Запорізький р-н, м. Вільнянськ",
city,zaporizka-obl-zaporizkij-r-n-s-shhe-sonyachne,"Запорізька обл., Запорізький р-н, с-ще Сонячне",
city,zaporizka-obl-zaporizkij-r-n-s-shhe-trudove,"Запорізька обл., Запорізький р-н, с-ще Трудове",
city,zaporizka-obl-zaporizkij-r-n-s-avgustinivka,"Запорізька обл., Запорізький р-н, с. Августинівка",
city,zaporizka-obl-zaporizkij-r-n-s-bilyayivka,"Запорізька обл., Запорізький р-н, с. Біляївка",
city,zaporizka-obl-zaporizkij-r-n-s-visokogirne,"Запорізька обл., Запорізький р-н, с. Високогірне",
city,zaporizka-obl-zaporizkij-r-n-s-zelenopillya,"Запорізька обл., Запорізький р-н, с. Зеленопілля",
city,zaporizka-obl-zaporizkij-r-n-s-lezhine,"Запорізька обл., Запорізький р-н, с. Лежине",
city,zaporizka-obl-zaporizkij-r-n-s-mikolaj-pole,"Запорізька обл., Запорізький р-н, с. Миколай-Поле",
city,zaporizka-obl-zaporizkij-r-n-s-mihajlo-lukasheve,"Запорізька обл., Запорізький р-н, с. Михайло-Лукашеве",
city,zaporizka-obl-zaporizkij-r-n-s-natalivka,"Запорізька обл., Запорізький р-н, с. Наталівка",
city,zaporizka-obl-zaporizkij-r-n-s-novooleksandrivka,"Запорізька обл., Запорізький р-н, с. Новоолександрівка",
city,zaporizka-obl-zaporizkij-r-n-s-petro-mihajlivka,"Запорізька обл., Запорізький р-н, с. Петро-Михайлівка",
city,zaporizka-obl-zaporizkij-r-n-s-sonyachne,"Запорізька обл., Запорізький р-н, с. Сонячне",
city,zaporizka-obl-zaporizkij-r-n-smt-balabine,"Запорізька обл., Запорізький р-н, смт. Балабине",
city,zaporizka-obl-zaporizkij-r-n-smt-kushugum,"Запорізька обл., Запорізький р-н, смт. Кушугум",
city,zaporizka-obl-zaporizkij-r-n-smt-novomikolayivka,"Запорізька обл., Запорізький р-н, смт. Новомиколаївка",
city,zaporizka-obl-kamyansko-dniprovskij-r-n-s-dniprovka,"Запорізька обл., Кам’янсько-Дніпровський р-н, с. Дніпровка",
city,zaporizka-obl-kamyansko-dniprovskij-r-n-s-ivanivka,"Запорізька обл., Кам’янсько-Дніпровський р-н, с. Іванівка",
city,zaporizka-obl-kamyansko-dniprovskij-r-n-sel-zapovitne,"Запорізька обл., Кам’янсько-Дніпровський р-н, сел. Заповітне",
city,zaporizka-obl-m-berdyansk,"Запорізька обл., м. Бердянськ",
city,zaporizka-obl-m-energodar,"Запорізька обл., м. Енергодар",
city,zaporizka-obl-m-melitopol,"Запорізька обл., м. Мелітополь",
city,zaporizka-obl-m-tokmak,"Запорізька обл., м. Токмак",
city,zaporizka-obl-melitopolskij-r-n-s-shhe-fruktove,"Запорізька обл., Мелітопольський р-н, с-ще Фруктове",
city,zaporizka-obl-melitopolskij-r-n-s-vidrodzhennya,"Запорізька обл., Мелітопольський р-н, с. Відродження",
city,zaporizka-obl-melitopolskij-r-n-s-novouspenivka,"Запорізька обл., Мелітопольський р-н, с. Новоуспенівка",
city,zaporizka-obl-melitopolskij-r-n-s-polyanivka,"Запорізька обл., Мелітопольський р-н, с. Полянівка",
city,zaporizka-obl-melitopolskij-r-n-s-rozivka,"Запорізька обл., Мелітопольський р-н, с. Розівка",
city,zaporizka-obl-melitopolskij-r-n-s-semenivka,"Запорізька обл., Мелітопольський р-н, с. Семенівка",
city,zaporizka-obl-melitopolskij-r-n-smt-vesele,"Запорізька обл., Мелітопольський р-н, смт. Веселе",
city,zaporizka-obl-melitopolskij-r-n-smt-mirne,"Запорізька обл., Мелітопольський р-н, смт. Мирне",
city,zaporizka-obl-melitopolskij-r-n-smt-priazovske,"Запорізька обл., Мелітопольський р-н, смт. Приазовське",
city,zaporizka-obl-melitopolskij-r-n-smt-yakimivka,"Запорізька обл., Мелітопольський р-н, смт. Якимівка",
city,zaporizka-obl-orihivskij-r-n-m-orihiv,"Запорізька обл., Оріхівський р-н, м. Оріхів",
city,zaporizka-obl-orihivskij-r-n-s-nesteryanka,"Запорізька обл., Оріхівський р-н, с. Нестерянка",
city,zaporizka-obl-pologivskij-r-n-m-gulyajpole,"Запорізька обл., Пологівський р-н, м. Гуляйполе",
city,zaporizka-obl-pologivskij-r-n-m-molochansk,"Запорізька обл., Пологівський р-н, м. Молочанськ",
city,zaporizka-obl-pologivskij-r-n-m-orihiv,"Запорізька обл., Пологівський р-н, м. Оріхів",
city,zaporizka-obl-pologivskij-r-n-m-pologi,"Запорізька обл., Пологівський р-н, м. Пологи",
city,zaporizka-obl-pologivskij-r-n-s-shhe-magedove,"Запорізька обл., Пологівський р-н, с-ще Магедове",
city,zaporizka-obl-pologivskij-r-n-s-voskresenka,"Запорізька обл., Пологівський р-н, с. Воскресенка",
city,zaporizka-obl-pologivskij-r-n-s-nove,"Запорізька обл., Пологівський р-н, с. Нове",
city,zaporizka-obl-pologivskij-r-n-s-novozlatopil,"Запорізька обл., Пологівський р-н, с. Новозлатопіль",
city,zaporizka-obl-pologivskij-r-n-s-oleksiyivka,"Запорізька обл., Пологівський р-н, с. Олексіївка",
city,zaporizka-obl-pologivskij-r-n-s-pologi,"Запорізька обл., Пологівський р-н, с. Пологи",
city,zaporizka-obl-pologivskij-r-n-s-smirnove,"Запорізька обл., Пологівський р-н, с. Смирнове",
city,zaporizka-obl-pologivskij-r-n-smt-bilmak,"Запорізька обл., Пологівський р-н, смт. Більмак",
city,zaporizka-obl-pologivskij-r-n-smt-zaliznichne,"Запорізька обл., Пологівський р-н, смт. Залізничне",
city,zaporizka-obl-pologivskij-r-n-smt-kamyanka,"Запорізька обл., Пологівський р-н, смт. Кам’янка",
city,zaporizka-obl-pologivskij-r-n-smt-komish-zorya,"Запорізька обл., Пологівський р-н, смт. Комиш-Зоря",
city,zaporizka-obl-pologivskij-r-n-smt-rozivka,"Запорізька обл., Пологівський р-н, смт. Розівка",
city,zaporizka-obl-priazovskij-r-n-s-volodimirivka,"Запорізька обл., Приазовський р-н, с. Володимирівка",
city,zaporizka-obl-s-velika-bilozerka,"Запорізька обл., с. Велика Білозерка",
city,zaporozhe,Запорожье,
section,zbir-bezpechnih-vidhodiv,Збір безпечних відходів,
section,zbir-dikoroslih-nederevnih-produktiv,Збір дикорослих недеревних продуктів,
section,zbir-nebezpechnih-vidhodiv,Збір небезпечних відходів,
section,zmishane-silske-gospodarstvo,Змішане сільське господарство,
business,znakomstva-dubaj-telegram,Знакомства Дубай телеграм,
business,znakomstva-polsha-telegram,Знакомства Польша телеграм,
business,znakomstva-s-inostrankami,Знакомства с Иностранками,
business,saity-znakomstv-s-inostrantsami,Знакомства с иностранцами,
business,znakomstva-tel-aviv,Знакомства Тель Авив,
section,znesennya,Знесення,
city,ivano-frankovsk,Ивано-Франковск,
industry,igrovye-partnerki,Игровые партнерки,
business,invest-funds,Инвестиционные фонды,
direction,inzheneriya-mashinostroenie,Инженерия машиностроение,
direction,inzheneriya-programmnogo-obespecheniya,Инженерия программного обеспечения,
business,instrumenty-dlya-nakrutki-instagram,Инструменты для накрутки инстаграм,
rucategory,internet-marketing,Интернет Маркетинг,
business,law-books,Интернет-магазины юридической литературы,
categories,internet-marketing-kursy-onlajn,Интернет-маркетинг,
industry,infobiz-partnerki,Инфобизнес партнерки,
direction,informacionnye-tekhnologii-kiberbezopasnost,Информационные технологии кибербезопасность,
direction,istoriya-arheologiya,История археология,
city,ivano-frankivsk,Івано-Франківськ,
city,ivano-frankivsk-s-vovchinecz,"Івано-Франківськ, с. Вовчинець",
city,ivano-frankivsk-s-ugorniki,"Івано-Франківськ, с. Угорники",
city,ivano-frankivsk-s-hriplin,"Івано-Франківськ, с. Хриплин",
city,ivano-frankivska-obl-verhovinskij-r-n-s-verhovina,"Івано-Франківська обл., Верховинський р-н, с. Верховина",
city,ivano-frankivska-obl-verhovinskij-r-n-smt-verhovina,"Івано-Франківська обл., Верховинський р-н, смт. Верховина",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-m-galich,"Івано-Франківська обл., Івано-Франківський р-н, м. Галич",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-m-rogatin,"Івано-Франківська обл., Івано-Франківський р-н, м. Рогатин",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-m-tismeniczya,"Івано-Франківська обл., Івано-Франківський р-н, м. Тисмениця",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-m-tlumach,"Івано-Франківська обл., Івано-Франківський р-н, м. Тлумач",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-bovshiv,"Івано-Франківська обл., Івано-Франківський р-н, с. Бовшів",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-bogorodchani,"Івано-Франківська обл., Івано-Франківський р-н, с. Богородчани",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-goroholina,"Івано-Франківська обл., Івано-Франківський р-н, с. Горохолина",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-zadnistryanske,"Івано-Франківська обл., Івано-Франківський р-н, с. Задністрянське",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-zalukva,"Івано-Франківська обл., Івано-Франківський р-н, с. Залуква",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-kolokolin,"Івано-Франківська обл., Івано-Франківський р-н, с. Колоколин",
