wp_post_id,address
1701,"ул. Пекарская, 50, г. Львов, 79010"
1703,"ул. Героев Майдана, 8, г. Хмельницкий, 29000"
1705,"ул. Кушевича, 5, г. Львов"
1708,"ул. Лаврская, 9, корп. 15, г. Киев, 01015"
1710,"ул. Институтская, 14, г. Буча, Киевская обл., 08292"
1714,"ул. Менцинского, 8, г. Львов, 79007"
1716,"ул. Дорогожицкая, 9, г. Киев, 04112"
1721,"ул. Лицейная, 1, г. Кременец, Тернопольская обл., 47009"
1723,"ул. Гоголя, 29, г. Днепр (Днепропетровск), 49044"
1725,"ул. Кубийовича, 38, г. Львов, 79011"
1727,"ул. Полищука, 76, г. Львов, 79018"
1729,"ул. Металлистов, 17, г. Киев"
1731,"ул. Вячеслава Чорновола, 61, г. Львов"
1733,"ул. Электроапаратная, 3, г. Луцк, 43020"
1735,"просп. Первомайский, 5, г. Полтава, 36011"
1737,"ул. Михаила Грушевского, 9, г. Днепр"
1739,"ул. Георгия Гонгадзе, 5, г. Луцк, Волынская обл., 43020"
1741,"Центральная площадь, 7, г. Черновцы, 58002"
1743,"ул. Волошина, 37, г. Ужгород, 88000"
1745,"ул. Кульпарковская, 99, г. Львов, 79021"
1747,"ул. Каменецкая, 159/2, г. Хмельницкий, 29008"
1749,"ул. Ярослава Мудрого, 2-а, г. Хмельницкий, 29009"
1751,"ул. Пирогова, 71-а, г. Винница, 21037"
1753,"ул. Лиска, 16, г. Львов, 79018"
1755,"ул. Университетская, 94, г. Донецк, 83114"
1757,"ул. Ломоносова, 18, г. Киев"
1759,"ул. Нововокзальная, 17, г. Киев, 03038"
1761,"ул. Остапа Нижанковского, 5, г. Львов, 79005"
1763,"ул. Гетьмана Мазепы, 29, г. Львов, 79059"
1765,"ул. Академика Янгеля, 59, г. Винница, 21009"
1767,"ул. Первомайская, 88, г. Винница, 21020"
1769,"ул. Сечевых стрельцов, 52-а, г. Киев, 04053"
1771,"ул. Подгорная, 1, г. Киев, 04107"
1773,"Харьковское шоссе, 121, г. Киев"
1775,"ул. Ужгородська, 26, г. Мукачево, Закарпатская обл., 89600"
1778,"ул. Садовая, 11, г. Харьков"
1781,"ул. Бекетова, З, г. Харьков, 61007"
1783,"ул. Чигорина, 20, г. Киев"
1791,"ул. Полтавская, 40, г. Кропивницкий, 25015"
1793,"ул. Антонова, 2/32, корп. 92, г. Киев"
1795,"Брест-Литовское шоссе, 8-а, г. Киев, 03139"
1797,"ул. Фрометовская, 2, корп. 17, г. Киев, 03039"
1799,"ул. Маршала Гречко, 22-а, г. Киев, 04136"
1801,"ул. Просвещения, 4, г. Киев, 03037"
1803,"бульв. Академика Вернадского, 36, г. Киев, 03126"
1805,"ул. Шулявская, 10/12-в, г. Киев"
1807,"ул. Табирна, 30-32, оф. 310, г. Киев"
1809,"пер. Звездный 1/5, г. Киев, 04078"
1811,"ул. Смоленская, 31-33, ауд. 707, г. Киев"
1813,"ул. Юрия Ильенка, 81, корп. 6, г. Киев, 04050"
1815,"ул. Весенняя, 12, пгт. Козин, г. Киев"
1817,"ул. Юлиуша Словацкого, 14, г. Днепр"
1819,"ул. Литейная, 10, г. Днепр, 49044"
1821,"ул. Космонавта Волкова, 6-а, г. Днепропетровск"
1823,"пер. Ушинского, 3, г. Днепропетровск, 49000"
1825,"пл. Успенская, 5-д, г. Днепр, 49000"
1827,"ул. Замарстыновская, 83-а, г. Львов, Украина, 79019"
1829,"ул. Лиская, 16, г. Львов"
1831,"ул. Дорошенко, 70, г. Львов, 79000"
1833,"ул. Ивана Горбачевського, 18, г. Львов 79044"
1835,"ул. Городоцкая, 195, г. Львов, 79041"
1837,"ул. Иванны Блажкевич, 12-А, г. Львов, 79052"
1840,"ул. Генерала Чупринки, 130, г. Львов, 79057"
1842,"ул. Дудаева, 15, г. Львов, 79000"
1844,"ул. Дидрихсона, 8, г. Одесса, 65029"
1846,"ул. Академика Дородницына, восьмая, г. Березань, Киевская обл."
1849,"бул. Комсомольский, 42, г. Белая Церковь, Киевская обл., 09100"
1851,"ул. Завокзальная, 27, г. Борисполь, Киевская обл., 08304"
1853,"ул. Б. Хмельницкого, 8, г. Бучач, Тернопольская обл., 48400"
1855,"просп. Космонавтов, 42, г. Винница, 21027"
1857,"ул. Сергея Зулинского, 31/46, г. Винница, 21022"
1859,"ул. Н. Оводова, 22 г. Винница, 21050"
1861,"вул. Остапенка, 38, г. Горловка, Донецкая обл., 64830"
1863,"просп. Победы, 158, г. Горлівка, Донецкая обл., 84637"
1865,"ул. Шевченко, 14, г. Дубно, Ровенская обл."
1868,"ул. Кирова, 54, г. Евпатория, Автономная республика Крым, 97412"
1870,"ул. Победы, 26, г. Житомир, 10003"
1872,"ул. Коммерческая, 2, г. Житомир, 10029"
1874,"ул. Большая Бердичевская, 52, г. Житомир, 10012"
1876,"ул. Якира, 11, г. Житомир, 10000"
1878,"ул. Правды, 50, оф. 50, г. Запорожье"
1880,"ул. Красовского, 7, г. Ивано-Франковск, 76000"
1882,"ул. Клушина, 3-а, г. Измаил, Одесская обл., 68607"
1884,"ул. Чапаева, 1, г. Ковель, Волынская обл."
1886,"ул. Тютюнника, 11-а, г. Коломыя, Ивано-Франковская обл., 78200"
1888,"ул. Лысенко, 8, г. Коломыя, Ивано-Франковская обл., 78200"
1890,"ул. Мицкевича, 2, г. Косов, Ивано-Франковская обл., 78601"
1892,"ул. Уральская, 12, г. Краматорск"
1894,"ул. 60-лет Октября, 79, г. Кременчуг, Полтавская обл., 39623"
1896,"ул. Кронштадтская, 3, г. Кременчуг"
1898,"ул. Пролетарская, 24/37, г. Кременчуг, Полтавськая обл., 39600"
1900,"ул. Гетманская, 108, г. Кривой Рог, 50000"
1902,"просп. Мира, 22, г. Кривой Рог"
1904,"ул. Революционная, 5, г. Кривой Рог, Днепропетровская обл."
1906,"ул. Евгения Чикаленка, 3, г. Кропивницкий"
1908,"ул. Колхозная, 73, г. Кировоград"
1910,"ул. Варшавская, 2, г. Кировоград"
1912,"ул. Шевченко, 21/27, г. Кировоград, 25015"
1914,"пл. Дружбы Народов, 8, г. Кропивницкий, 25015"
1917,"ул. Почтовая, 61, г. Яготин, Киевская обл., 07700"
1919,"ул. Гончая, 37, Чернигов, 14000"
1921,"ул. Байды Вишневецкого, 17, г. Черкассы"
1924,"ул. Заводская, 1-А г.Хуст, Закарпатская обл., 01030"
1926,"ул. Львовское шоссе, 51/2, г. Хмельницкий, 29016"
1929,"ул. Шевченка, 46, г. Хмельницкий"
1931,"ул. 49-й Гвардейской Херсонской дивизии, 37-а, г. Херсон"
1936,"ул. Крымская, 130, г. Херсон, 73028"
1938,"ул. Фонвизина, 1, г. Херсон, 73034"
1940,"ул. Краснознаменная, 37, г. Херсон, 73022"
1942,"пер. Тихий, 2, г. Умань, Черкасская обл."
1944,"ул. Шевченко, 15-А, г. Умань, 20300"
1946,"ул. Гойды, 4, г. Ужгород, 88000"
1948,"ул. Гагарина, 42/1, г. Ужгород, 88000"
1950,"ул. Лозовецкая, 13, г. Тернополь"
1952,"ул. Танцорова, 51, г. Тернополь, 46008"
1954,"ул. Мира, 24, г. Сумы, 40007"
1956,"просп. Центральный, 59-а, г. Северодонецк, 93400"
1958,"ул. Киевская, 64-Б, г. Ровно, 33000"
1960,"ул. Котляревского, 1, г. Ровно, 33028"
1962,"ул. Могилы, 28, г. Ровно, 33001"
1964,"ул. Степана Бандеры, 12, г. Ровно, 33028"
1966,"ул. Алмазная, 2-а, г. Полтава"
1968,"ул. Героев Чернобыльцев, 9-а, г. Полтава, 36021"
1970,"ул. Сенная, 7, г. Полтава, 36000"
1972,"ул. Сухомлинского, 30, г. Переяслав, Киевская обл., 08401"
1974,"ул. Одесская, 107, г. Первомайск, Николаевская обл., 55202"
1976,"ул. Днепровская, 400/1, г. Павлоград, Днепропетровская обл., 51400"
1978,"ул. Первомайская, 35, г. Новая Каховка, Херсонская обл., 74900"
1980,"ул. Запорожская, 31, г. Никополь, Днепропетровская обл., 53211"
1982,"просп. Трубников, 18, г. Никополь"
1984,"просп. Богоявленский, 43-а, г. Николаев, 54018"
1986,"ул. Генерала Карпенка, 18, г. Николаев, 54038"
1988,"ул. Рабочая, 2-а, г. Николаев, 54029"
1991,"ул. Коперника, 8, г. Луцк, Волынская обл."
1993,"ул. Сагайдачного, 6, г. Луцк, 43020"
1995,"ул. Громовой, 52, г. Мариуполь, обл. Донецкая, 87547"
1999,"ул. Матросова, 7, г. Мариуполь, Донецкая обл., 87528"
2001,"ул. Азовстальская, 4, г. Мариуполь, 87529"
2003,"Каховское шоссе, 8/2, г. Мелитополь, Запорожская обл., 72311"
2005,"ул. Интеркультурная, 380, г. Мелитополь, Запорожская обл, 72316"
2008,"просп. Героев Украины, 160-а, г. Мелитополь, Запорожская область, 72319"
2010,"ул. Генерала Карпенка, 46, этаж 5, г. Николаев"
3104,"ул. Кирилловская, 134, г. Киев"
3110,"ул. Кузнечная, 1, г. Одесса, 65029"
3113,"ул. Городоцка, 26, г. Львов, 79009"
3115,"ул. Дорошенко, 70, г. Львов"
3117,"ул. Замарстыновская, 83-а, г. Львов, Украина"
3119,"просп. Д. Яворницкого, 19 г. Днепр, 49005"
3121,"ул. Рейтарская, 19-а, г. Киев, 01034"
3123,"просп. Академика Глушкова, 42, г. Киев, 03187"
3125,"ул. Чигорина, 20, г. Киев, 01042"
3127,"ул. Березняковская, 26-б, г. Киев, 02152"
